,Residence State,Residence State Code,Month,Month Code,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code,Underlying Cause of death,Underlying Cause of death Code,Deaths
8993,Oregon,41,"Aug., 2023",2023/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
8994,Oregon,41,"Aug., 2023",2023/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,14
8995,Oregon,41,"Aug., 2023",2023/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,121
8996,Oregon,41,"Sep., 2023",2023/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
8997,Oregon,41,"Sep., 2023",2023/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
8998,Oregon,41,"Sep., 2023",2023/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,114
8999,Oregon,41,"Oct., 2023",2023/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
9000,Oregon,41,"Oct., 2023",2023/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
9001,Oregon,41,"Oct., 2023",2023/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,121
9002,Oregon,41,"Nov., 2023",2023/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
9003,Oregon,41,"Nov., 2023",2023/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
9004,Oregon,41,"Nov., 2023",2023/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
9005,Oregon,41,"Nov., 2023",2023/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,97
9006,Oregon,41,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
9007,Oregon,41,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
9008,Oregon,41,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,129
9009,Oregon,41,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
9010,Oregon,41,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,14
9011,Oregon,41,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
9012,Oregon,41,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,111
9013,Oregon,41,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
9014,Oregon,41,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
9015,Oregon,41,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
9016,Oregon,41,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,117
9017,Oregon,41,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
9018,Oregon,41,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
9019,Oregon,41,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
9020,Oregon,41,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,125
9021,Oregon,41,"Apr., 2024 (provisional)",2024/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
9022,Oregon,41,"Apr., 2024 (provisional)",2024/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,112
9023,Oregon,41,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,14
9024,Oregon,41,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
9025,Oregon,41,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
9026,Oregon,41,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,116
9027,Oregon,41,"Jun., 2024 (provisional)",2024/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,21
9028,Oregon,41,"Jun., 2024 (provisional)",2024/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,114
9029,Oregon,41,"Jul., 2024 (provisional)",2024/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
9030,Oregon,41,"Jul., 2024 (provisional)",2024/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
9031,Oregon,41,"Jul., 2024 (provisional)",2024/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,124
9032,Oregon,41,"Aug., 2024 (provisional)",2024/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
9033,Oregon,41,"Aug., 2024 (provisional)",2024/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,16
9034,Oregon,41,"Aug., 2024 (provisional)",2024/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,103
9035,Oregon,41,"Sep., 2024 (provisional)",2024/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,20
9036,Oregon,41,"Sep., 2024 (provisional)",2024/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
9037,Oregon,41,"Sep., 2024 (provisional)",2024/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,80
9038,Oregon,41,"Oct., 2024 (provisional)",2024/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
9039,Oregon,41,"Oct., 2024 (provisional)",2024/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
9040,Oregon,41,"Oct., 2024 (provisional)",2024/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,104
9041,Oregon,41,"Nov., 2024 (provisional)",2024/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
9042,Oregon,41,"Nov., 2024 (provisional)",2024/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
9043,Oregon,41,"Nov., 2024 (provisional)",2024/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,97
9044,Oregon,41,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,18
9045,Oregon,41,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,14
9046,Oregon,41,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
9047,Oregon,41,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,122
9048,Oregon,41,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,14
9049,Oregon,41,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
9050,Oregon,41,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,19
9051,Oregon,41,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,114
9052,Oregon,41,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
9053,Oregon,41,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
9054,Oregon,41,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
9055,Oregon,41,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,127
9056,Oregon,41,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
9057,Oregon,41,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
9058,Oregon,41,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
9059,Oregon,41,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,138
9060,Oregon,41,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,18
9061,Oregon,41,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
9062,Oregon,41,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,119
9063,Oregon,41,"May, 2025 (provisional and partial)",2025/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
9064,Oregon,41,"May, 2025 (provisional and partial)",2025/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
9065,Oregon,41,"May, 2025 (provisional and partial)",2025/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,109
9066,Oregon,41,"Jun., 2025 (provisional and partial)",2025/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
9067,Oregon,41,"Jun., 2025 (provisional and partial)",2025/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
9068,Oregon,41,"Jun., 2025 (provisional and partial)",2025/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,121
9069,Oregon,41,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
9070,Oregon,41,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
9071,Oregon,41,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
9072,Oregon,41,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,105
9073,Oregon,41,"Aug., 2025 (provisional and partial)",2025/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,91
9074,Oregon,41,"Sep., 2025 (provisional and partial)",2025/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,46
9075,Pennsylvania,42,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,43
9076,Pennsylvania,42,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,89
9077,Pennsylvania,42,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,15
9078,Pennsylvania,42,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,Other specified chronic obstructive pulmonary disease,J44.8,10
9079,Pennsylvania,42,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,548
9080,Pennsylvania,42,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,28
9081,Pennsylvania,42,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,70
9082,Pennsylvania,42,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,17
9083,Pennsylvania,42,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,483
9084,Pennsylvania,42,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,38
9085,Pennsylvania,42,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,72
9086,Pennsylvania,42,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,30
9087,Pennsylvania,42,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,438
9088,Pennsylvania,42,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,20
9089,Pennsylvania,42,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,57
9090,Pennsylvania,42,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,22
9091,Pennsylvania,42,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,436
9092,Pennsylvania,42,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,25
9093,Pennsylvania,42,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,52
9094,Pennsylvania,42,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,18
9095,Pennsylvania,42,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,439
9096,Pennsylvania,42,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,29
9097,Pennsylvania,42,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,50
9098,Pennsylvania,42,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,16
9099,Pennsylvania,42,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,384
9100,Pennsylvania,42,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,25
9101,Pennsylvania,42,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,37
